Sample,Condition,Timepoint,10,43,2,0,16,30,33,48,44,34,41,37,11,13,27,9,40,47,25,28,17,24,18,38,23,15,7,3,46,14,6,12,31,42,39,29,22,49,8,1,21,45,36,32,19,35,5,4,26,20
bT2R0,b,0.5,0.25734404303655234,0.289502512443626,0.6479893627201856,0.6169755549713324,0.10646246444620303,0.10439340074958123,0.07657072147117122,0.4086873029521928,0.29870045308077486,0.019315000540855977,0.1996006044829516,0.10619973372586153,0.14871464822079672,0.1542018851114018,0.18864216770554013,0.36895489513974955,0.15585497680461463,0.4088705213560702,0.17546640344019565,0.16233720850556918,0.06378530489402495,0.21847896710318426,0.08104249196242391,0.10993054157533912,0.1549230716024564,0.055209552536290674,0.4432993759504032,0.5910201903933502,0.3782455417658724,0.02838130613065017,0.4186438430005115,0.18856763928017872,0.022550839673771597,0.2312933065979345,0.18179139898503913,0.11656803708147365,0.10336045300881884,0.3917249574530555,0.28500886496353506,0.574256586212631,0.13376954616883022,0.3528580532985242,0.0964760024864005,0.06734677627952336,0.060626016261619856,0.10766409581376324,0.513734101429559,0.5276601618687672,0.20550247764167548,0.11488124560620033
bT1R1,b,0.25,0.3303900854367632,0.17733581434964846,0.7491206680971898,0.8008786792207119,0.11477671205062558,0.2190965716776449,0.03962529627800297,0.2056283679340994,0.23108940677204087,0.0679297880350692,0.1442763213281787,0.05960852641288986,0.3309952650382735,0.2961648480612578,0.3823100282504023,0.41548152349058054,0.08687432040156282,0.18241358246309033,0.4264715929169295,0.22296076547698587,0.092771648087925,0.29949064421710536,0.06470813425518042,0.11693816739808241,0.35898325387928043,0.05462146403927821,0.47347534663917484,0.7338312603517851,0.25647488907624,0.13680853261319084,0.6604656712338768,0.0638698145507034,0.15553575207180997,0.17103574012615885,0.16459011834603254,0.24625643544159506,0.2541369090845751,0.3108171829532817,0.4362467801724291,0.8449029629454723,0.2853270950360538,0.18253750868802981,0.08322526440593139,0.13317354159221814,0.20170204246891332,0.10820051145984724,0.7581105389353401,0.64062592613211,0.5411606718359491,0.14373010307062975
bT3R2,b,0.75,0.18592729538010674,0.40178416992252736,0.3681052042646166,0.47652936537472135,0.07538432480310654,0.13087718817865515,0.01829081086814893,0.6103979490322633,0.42359424143457364,0.03987254995024753,0.2785881073093439,0.12220116362042699,0.13613574350170454,0.08728268230778256,0.18010049726165617,0.1829716022320364,0.2367453020632526,0.5408887112392202,0.1823442896474822,0.13409940039144555,0.04181981696072938,0.2154379614485652,0.043001950649727214,0.17928294356455982,0.14396502720846824,0.031511212843452166,0.29271466186825273,0.3928284859138241,0.49627242523836007,0.11484156323455129,0.3089429777402676,0.1334825918185651,0.08924623839350612,0.32804313803606144,0.24144727732744242,0.1498251296816564,0.15312274149473143,0.6120184657651391,0.24646396821137395,0.4215058994564945,0.11986365951373623,0.4797930035798843,0.06529653210415964,0.07879454193684085,0.06515511050917278,0.11059132276786526,0.33178018336519266,0.35912885263112987,0.1809169080236781,0.10144336749032282
aT3R2,a,0.75,0.1318093472053503,0.40906907728075476,0.39762541672189256,0.4073664770591515,0.04236192352145856,0.005709219030777573,0.04918491807340859,0.5990015831602994,0.4811251780333199,0.13055976293661442,0.2831270835806479,0.12951868548969528,0.13501590957221538,0.06349343657452548,0.08629771005593159,0.20228011738739277,0.23240341962165445,0.5644210705343983,0.02841899192504857,0.005305108664823203,0.049553794611880614,0.017825909943936836,0.04832422384791106,0.19110308684415164,0.031120891935974306,0.06425529302151034,0.22711627719201163,0.3860064513700171,0.5323450986827141,0.10471170651152223,0.36340348900232744,0.10093867082900443,0.02886154019084408,0.3543460501159034,0.13039239749123038,0.01506657190401526,0.034938718493182905,0.632415025407771,0.2516827063171831,0.43813791396812346,0.01510756342096405,0.5318121999882345,0.15400271107275348,0.05447920234997074,0.06468246974821525,0.10275451346970872,0.3076794451971693,0.3730011201603012,0.005647054500097862,0.009758080671750748
aT4R2,a,1.0,0.08934020873453748,0.5563640615146886,0.22687790578532227,0.2066227537553719,0.08895212843323044,0.008604277475839563,0.05168608212664218,0.7481137665377998,0.5592434834201752,0.06668052739873208,0.35736077556423856,0.07937975727220209,0.10232953850058871,0.061044109206723235,0.029406085426526417,0.1596783416215964,0.2672627806546594,0.7283956304324294,0.017401292888738283,0.04773412555063414,0.005432808898399303,0.04413783148440255,0.06452486650891101,0.16054742631944627,0.04162371132219594,0.08705860162361699,0.15799930090744155,0.1961911398825572,0.7280008942500545,0.03724652791830668,0.14411396901222154,0.08886932660236718,0.043078561591954154,0.44905177479361374,0.22707638276594103,0.1030826747461576,0.0687589877726188,0.7960832297139098,0.16858617419756022,0.2617507439945116,0.03874656314147271,0.5883221306573255,0.1204758761945772,0.07265234134607869,0.06213480471654849,0.10614843876057962,0.26541728092623285,0.2134909556797141,0.04582264715689528,0.06327555574159341
aT4R0,a,1.0,0.09592897447282724,0.5081735389749195,0.29932787488828033,0.23074741235866428,0.11832791599164799,0.011352420682971489,0.07679100671964588,0.7064353034695567,0.5377498860059241,0.04413935189696697,0.3827133863384521,0.154171374599409,0.06329303813232193,0.10736939887150215,0.04824475344643016,0.0947773466730989,0.30556164305120687,0.7293782651555273,0.034345640049696924,0.0634424243635038,0.05247595750898725,0.03041013817985905,0.048236124539046916,0.2138524017243867,0.00434222126857885,0.09157500783058495,0.20688377994398727,0.2436637674869839,0.6847748418376817,0.0645914318510048,0.1839080329047498,0.0418170793040176,0.03576486703685887,0.42693559099194345,0.16747687093671934,0.08795122001535477,0.042835864510574306,0.836963481270455,0.22549859913227083,0.20678332949403783,0.05983315090135281,0.6102348967239385,0.22132138183116187,0.047302123407078046,0.04035708662648579,0.10515352623719275,0.17611560741111604,0.18489114918120808,0.032653487399429595,0.06973337536327447
bT0R0,b,0.0,0.5249995261928898,0.15180266622971517,1.137838144677421,1.040662324755285,0.058739737702838635,0.39101167208657545,0.1701079905634425,0.05025182725232211,0.0988460014968481,0.04677659073179001,0.0723258352132841,0.028322505604616438,0.4203420869195334,0.29799125185323533,0.4580005542579462,0.4502667811004558,0.15940197248461369,0.09390896584335574,0.5150545889480165,0.4142536859683208,0.15221435727076904,0.532440315980751,0.16128058222043565,0.024007692255891794,0.40976811721397116,0.09277388289532634,0.7676901620324215,0.9284586525382827,0.03919280307513702,0.24427272254666987,0.6942311676341317,0.34970670937439696,0.2175516885337786,0.04391248603634697,0.08720840066426389,0.35451264761516615,0.43683503024578496,0.07489333672808841,0.5486042245164059,0.9779412566165427,0.3200472711914569,0.0756215155756518,0.04431693106501741,0.06918268195265062,0.2056973751936248,0.0681798963731238,0.9244880823760149,0.9166361958851437,0.5248848911706964,0.26477447177563773
bT0R2,b,0.0,0.4341795104675192,0.18361627384906765,0.9591104184760093,0.9784713884119334,0.09584959993798764,0.22841942535980647,0.04172099298763744,0.016669956112737222,0.12312800523579825,0.05857895375586879,0.049811346701020706,0.02445235201312585,0.31117022150517876,0.20045796628118848,0.48345562068800735,0.611455990423439,0.027247525638425432,0.15656467757436388,0.5128331534769798,0.2883477425926793,0.03828246673632559,0.45736394788725765,0.19466796953011667,0.029324288696723454,0.5436722914533456,0.05848549786535026,0.609600184880742,0.9095237710342837,0.0801992991949508,0.21112683105447919,0.7237691375046231,0.2338366249226647,0.11642234462245796,0.07992723187552479,0.06039207086315715,0.3642196358926237,0.32897592879346027,0.04246843931958359,0.5145172019567452,1.0573359911184292,0.20987703460982718,0.09806586991073693,0.05094864770244449,0.07830197273648275,0.24524118104835374,0.06056570324687149,0.8365687515212918,0.8842983664026142,0.5448262963322243,0.2680277401598379
bT4R2,b,1.0,0.12206039783984493,0.5554493593170924,0.2285272729718414,0.2493978791994956,0.08588912928151302,0.14041776426136215,0.10078123247886447,0.8417149729032057,0.6225747094909075,0.18737492825236313,0.47528583361160864,0.1578332180991244,0.0631700033793083,0.13121926433464223,0.4036855060766201,0.17241364356194994,0.39663455793873525,0.7444120229451725,0.4448264656393112,0.3758096819951723,0.06719485709064767,0.4561345352024278,0.0890470509585727,0.21381008159808457,0.33161757719783325,0.12762186594643443,0.22453029172060637,0.29097236610910815,0.6747344333137483,0.10799210030987333,0.1775363519893861,0.09291310021017074,0.11159741523636038,0.41495956037220244,0.3030939837757259,0.24808614687909497,0.3515846889331202,0.8388601040095909,0.13039404753489173,0.23367026857736983,0.33000654704021476,0.6982592063648937,0.24804723001547202,0.1665580419959111,0.12369109801851981,0.15110596943036,0.26184834635997367,0.25675003095461474,0.42562262459536426,0.17444802787224756
